0.7998601486725699	R(0)
0.7681219053560846	R(1)
0.790676145355891	R(2)
0.6431077159484274	R(3)
0.5542477193094671	R(4)
0.5645335350562968	R(5)
0.5083621938272138	R(6)
0.6306416599026701	R(7)
0.6399273780062104	R(8)
0.5231288477335211	R(9)
0.7955955960430059	R(10)
0.6613097099530497	R(11)
0.6935235809874362	R(12)
0.5858488141375925	R(13)
0.8425480358193123	R(14)
0.809293799933264	R(15)
0.5167739952886173	R(16)
0.6170802263720717	R(17)
0.7864767590484139	R(18)
0.5759979189483635	R(19)
0.7638828403982565	R(20)
0.6761769230809656	R(21)
0.8431542967961595	R(22)
0.6329558862894169	R(23)
0.8908530191360937	R(24)
0.682005767401143	R(25)
0.6707201436398678	R(26)
0.6125864508671989	R(27)
0.6971591098519926	R(28)
0.862820699466005	R(29)
0.5161426554385795	R(30)
0.6968988565056247	R(31)
0.6713321393562329	R(32)
0.7612536802568838	R(33)
0.8527582218939846	R(34)
0.7854524796302029	R(35)
0.8003898731503968	R(36)
0.7205435335960801	R(37)
0.8086548300104586	R(38)
0.8507906023199975	R(39)
0.8794587096993254	R(40)
0.8428992247224901	R(41)
0.5401379477570109	R(42)
0.7090167855450652	R(43)
0.6970625871225479	R(44)
0.6510236760129766	R(45)
0.69848148641959	R(46)
0.7863760818103143	R(47)
0.5102831569405594	R(48)
0.5348499554096905	R(49)
